#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2015 05 03 06 50 350  9.0 10.0   2.8    11   6.4 326 1016.8  10.8  12.0    MM   MM +0.4    MM
2015 05 03 05 50 350  9.0 11.0   2.6     9   6.4 320 1017.0  10.9  12.0    MM   MM +0.7    MM
2015 05 03 04 50 360  9.0 11.0   2.6    11   6.2 327 1016.9  10.9  12.2    MM   MM -0.0    MM
2015 05 03 03 50 350 11.0 13.0   2.7    11   6.3 320 1016.4  10.9  12.4    MM   MM -0.8    MM
2015 05 03 02 50 340 12.0 14.0   2.6    11   5.9 322 1016.3  11.0  12.5    MM   MM -1.1    MM
2015 05 03 01 50 350 12.0 14.0   2.5    11   6.1 323 1016.7  11.1  12.5    MM   MM -1.3    MM
2015 05 03 00 50 340 11.0 13.0   2.5    12   6.3 319 1017.2  11.1  12.4    MM   MM -1.2    MM
2015 05 02 23 50 340 11.0 13.0   2.5    11   6.1 317 1017.4  11.1  12.3    MM   MM -1.3    MM
2015 05 02 22 50 350 10.0 12.0   2.3    11   6.0 318 1018.0  11.1  12.5    MM   MM -1.0    MM
2015 05 02 21 50 350 10.0 11.0   2.5     8   6.2 324 1018.4  11.0  12.4    MM   MM -0.8    MM
2015 05 02 20 50 340  9.0 10.0   2.4    11   6.3 321 1018.7  10.9  12.4    MM   MM -0.5    MM
2015 05 02 19 50 350  9.0 10.0   2.6     8   6.5 323 1019.0  10.9  12.3    MM   MM +0.0    MM
2015 05 02 18 50 350  8.0 10.0   2.5     8   6.3 322 1019.2  10.9  12.2    MM   MM +0.0    MM
2015 05 02 17 50 350  8.0 10.0   2.8     9   6.7 324 1019.2  11.0  12.2    MM   MM +0.3    MM
2015 05 02 16 50 350  8.0 10.0   2.7     9   6.5 316 1019.1  11.1  12.1    MM   MM +0.3    MM
2015 05 02 15 50 350  8.0 10.0   2.6    11   6.3 311 1019.0  11.1  12.1    MM   MM +0.4    MM
2015 05 02 14 50 350  9.0 10.0   2.5    11   6.4 309 1018.9  11.2  12.1    MM   MM +0.0    MM
2015 05 02 13 50 360  8.0  9.0   2.5    10   6.4 311 1018.8  11.0  12.0    MM   MM +0.0    MM
2015 05 02 12 50 350  8.0  9.0   2.5    10   6.4 317 1018.6  11.1  12.0    MM   MM +0.0    MM
2015 05 02 11 50 350  8.0 10.0   2.4    10   6.1 307 1018.8  10.8  11.9    MM   MM -0.3    MM
2015 05 02 10 50 360  9.0 10.0   2.5    10   6.1 313 1018.7  10.5  11.9    MM   MM +0.0    MM
2015 05 02 09 50 360  9.0 11.0   2.4     7   5.8 330 1018.8  10.5  12.0    MM   MM +0.0    MM
2015 05 02 08 50 350  9.0 11.0   2.4     6   5.7 331 1019.1  10.7  12.1    MM   MM +0.4    MM
2015 05 02 07 50 360  9.0 12.0   2.5    10   6.0 312 1018.9  10.8  12.2    MM   MM +0.4    MM
2015 05 02 06 50 360 10.0 12.0   2.2    11   5.2 308 1018.8  10.9  12.2    MM   MM +0.6    MM
2015 05 02 05 50 360 11.0 12.0   2.2    11   5.6 310 1018.7  11.0  12.1    MM   MM +0.8    MM
2015 05 02 04 50 360 10.0 12.0   2.2    11   5.7 318 1018.5  11.4  12.0    MM   MM -0.0    MM
2015 05 02 03 50 350 10.0 11.0   2.2    10   5.6 301 1018.2  11.4  11.8    MM   MM -0.5    MM
2015 05 02 02 50 350  9.0 11.0   2.0    11   5.6 298 1017.9  11.7  11.8    MM   MM -1.0    MM
2015 05 02 01 50 350  9.0 11.0   2.0    10   5.7 307 1018.3  11.8  11.8    MM   MM -0.8    MM
2015 05 02 00 50 350  9.0 11.0   2.0    10   5.9 311 1018.7  11.8  11.9    MM   MM -0.6    MM
2015 05 01 23 50 350  9.0 11.0   2.0    10   6.0 300 1018.9  11.7  12.0    MM   MM -0.5    MM
2015 05 01 22 50 350  7.0  9.0   2.2     9   6.9 305 1019.1  11.7  12.0    MM   MM -0.5    MM
2015 05 01 21 50 360  8.0  9.0   2.2    10   7.1 307 1019.3  11.6  11.8    MM   MM -0.3    MM
2015 05 01 20 50 360  7.0  8.0   2.0    10   7.0 298 1019.4  11.9  11.8    MM   MM +0.0    MM
2015 05 01 19 50 360  4.0  5.0   1.8     9   6.6 299 1019.6  11.4  11.8    MM   MM +0.0    MM
2015 05 01 18 50 350  7.0  8.0   1.9    10   7.4 298 1019.6  11.1  12.0    MM   MM +0.3    MM
2015 05 01 17 50 360  5.0  6.0   1.9    10   7.3 306 1019.5  11.7  12.2    MM   MM +0.3    MM
2015 05 01 16 50 360  6.0  7.0   1.7    10   7.0 298 1019.4  11.7  12.3    MM   MM +0.4    MM
2015 05 01 15 50 350  6.0  8.0   1.5    10   6.7 304 1019.3  11.5  12.2    MM   MM +0.3    MM
2015 05 01 14 50 350  5.0  6.0   1.6    10   6.6 304 1019.2  11.5  12.2    MM   MM +0.0    MM
2015 05 01 13 50 360  6.0  7.0   1.7    10   6.7 300 1019.0  11.5  12.2    MM   MM -0.4    MM
2015 05 01 12 50  10  4.0  5.0   1.6    10   6.4 301 1019.0  11.5  12.2    MM   MM -0.7    MM
2015 05 01 11 50  20  4.0  5.0   1.8     9   6.3 298 1019.2  11.5  12.2    MM   MM -1.0    MM
2015 05 01 10 50 350  7.0  8.0   2.0    10   6.8 302 1019.4  11.7  12.2    MM   MM -1.1    MM
2015 05 01 09 50 360  5.0  6.0   2.0    10   6.9 300 1019.7  11.8  12.4    MM   MM -1.2    MM
2015 05 01 08 50 360  5.0  6.0   2.0    10   6.8 307 1020.2  11.7  12.0    MM   MM -1.0    MM
2015 05 01 07 50 360  4.0  5.0   2.2    10   7.2 311 1020.5  11.7  12.0    MM   MM -0.9    MM
2015 05 01 06 50 360  5.0  6.0   2.0    10   7.0 300 1020.9  11.8  12.1    MM   MM -0.5    MM
2015 05 01 05 50 360  4.0  6.0   1.8    10   6.8 299 1021.2  11.8  11.9    MM   MM -0.5    MM
2015 05 01 04 50 360  5.0  5.0   2.0    10   7.1 299 1021.4  11.8  12.2    MM   MM -0.9    MM
2015 05 01 03 50 340  6.0  7.0   2.0    10   7.2 298 1021.4  11.9  12.2    MM   MM -1.7    MM
2015 05 01 02 50 330  6.0  7.0   1.9    10   7.2 298 1021.7  11.9  12.3    MM   MM -2.0    MM
2015 05 01 01 50 330  7.0  8.0   1.8    10   7.0 303 1022.3  12.0  12.3    MM   MM -2.3    MM
2015 05 01 00 50 340  7.0  8.0   1.6    11   7.4 297 1023.1  12.0  12.9    MM   MM -2.3    MM
2015 04 30 23 50 340  6.0  7.0   1.7    11   7.6 306 1023.7  12.0  12.8    MM   MM -2.1    MM
2015 04 30 22 50 340  5.0  6.0   1.9    11   8.0 304 1024.6  11.9  13.3    MM   MM -1.6    MM
2015 04 30 21 50 350  3.0  5.0   1.7    11   7.4 303 1025.4  11.7  13.8    MM   MM -1.1    MM
2015 04 30 20 50 340  2.0  3.0   1.8    11   7.8 309 1025.8  11.5  14.2    MM   MM -0.9    MM
2015 04 30 19 50  80  1.0  2.0   1.9    10   7.4 297 1026.2  11.4  13.4    MM   MM -0.8    MM
2015 04 30 18 50 100  1.0  2.0   1.9    10   7.7 293 1026.5  11.5  12.9    MM   MM -0.7    MM
2015 04 30 17 50  80  2.0  3.0   2.1    10   7.7 306 1026.7  11.4  12.7    MM   MM -0.4    MM
2015 04 30 16 50  40  1.0  2.0   2.1    10   7.5 295 1027.0  11.4  12.4    MM   MM +0.0    MM
2015 04 30 15 50  20  1.0  2.0   2.4    11   7.7 303 1027.2  11.5  12.2    MM   MM +0.4    MM
2015 04 30 14 50  20  2.0  3.0   2.3    10   7.4 306 1027.1  11.3  12.1    MM   MM -0.0    MM
2015 04 30 13 50 360  2.0  3.0   2.3    11   7.6 301 1026.8  11.2  12.1    MM   MM +0.0    MM
2015 04 30 12 50 330  3.0  4.0   2.3    11   7.5 303 1026.8  11.2  12.1    MM   MM +0.0    MM
2015 04 30 11 50 320  3.0  5.0   2.6    11   8.2 300 1027.0  11.2  12.1    MM   MM +0.0    MM
2015 04 30 10 50 320  4.0  5.0   2.7    11   8.4 296 1027.0  11.3  12.2    MM   MM +0.0    MM
2015 04 30 09 50 310  4.0  5.0   2.6    11   8.5 302 1027.0  11.4  12.2    MM   MM +0.0    MM
2015 04 30 08 50 310  3.0  4.0   2.3    11   8.6 294 1027.0  11.4  12.3    MM   MM +0.3    MM
2015 04 30 07 50 320  2.0  3.0   2.4    11   8.4 298 1026.8  11.4  12.3    MM   MM +0.0    MM
2015 04 30 06 50 320  4.0  5.0   2.5    11   8.8 297 1026.8  11.5  12.3    MM   MM +0.7    MM
2015 04 30 05 50 320  5.0  6.0   2.2    11   8.3 306 1026.7  11.7  12.2    MM   MM +0.8    MM
2015 04 30 04 50 320  5.0  7.0   2.3    12   8.3 300 1026.6  11.8  12.2    MM   MM +0.8    MM
2015 04 30 03 50 300  5.0  6.0   2.5    12   8.5 297 1026.1  11.8  12.2    MM   MM +0.0    MM
2015 04 30 02 50 300  5.0  6.0   2.4    12   7.9 293 1025.9  12.0  12.3    MM   MM +0.0    MM
2015 04 30 01 50 270  6.0  7.0   2.5    11   8.0 293 1025.8  12.3  12.4    MM   MM -0.3    MM
2015 04 30 00 50 230  6.0  7.0   2.7    12   7.9 295 1025.9  12.4  12.3    MM   MM -0.3    MM
2015 04 29 23 50 220  5.0  7.0   2.7    12   7.5 292 1026.1  12.3  11.9    MM   MM +0.0    MM
2015 04 29 22 50 220  5.0  7.0   3.0    11   7.8 292 1026.1  12.2  11.5    MM   MM +0.0    MM
2015 04 29 21 50 220  5.0  6.0   3.5    12   8.7 295 1026.2  12.1  11.5    MM   MM +0.4    MM
2015 04 29 20 50 220  5.0  6.0   3.3    11   8.6 295 1025.9  12.0  11.4    MM   MM +0.4    MM
2015 04 29 19 50 230  4.0  5.0   3.0    11   8.4 294 1026.0  11.9  11.3    MM   MM +0.9    MM
2015 04 29 18 50 210  4.0  5.0   2.8    12   8.3 297 1025.8  11.8  11.3    MM   MM +1.0    MM
2015 04 29 17 50 210  4.0  4.0   3.2    11   8.9 290 1025.5  11.7  11.0    MM   MM +1.0    MM
2015 04 29 16 50 210  3.0  4.0   3.2    10   9.0 271 1025.1  11.6  10.8    MM   MM +0.9    MM
2015 04 29 15 50 220  3.0  4.0   2.9    11   9.0 285 1024.8  11.5  10.8    MM   MM +0.9    MM
2015 04 29 14 50 230  3.0  4.0   2.6    11   8.6 274 1024.5  11.6  11.7    MM   MM +0.8    MM
2015 04 29 13 50 250  5.0  6.0   2.9    12   8.9 286 1024.2  11.3  11.7    MM   MM +0.5    MM
2015 04 29 12 50 280  4.0  5.0   2.8    12   8.6 301 1023.9  11.4  11.8    MM   MM +0.4    MM
2015 04 29 11 50 270  4.0  5.0   2.6    13   8.2 295 1023.7  11.6  11.9    MM   MM +0.0    MM
2015 04 29 10 50 270  4.0  6.0   2.8    10   8.4 278 1023.7  11.6  12.0    MM   MM +0.0    MM
2015 04 29 09 50 270  5.0  7.0   3.1    11   8.5 301 1023.5  11.7  12.0    MM   MM +0.0    MM
2015 04 29 08 50 250  5.0  7.0   3.2    11   8.6 294 1023.5  11.8  12.0    MM   MM +0.0    MM
2015 04 29 07 50 250  4.0  5.0   3.3    11   8.5 287 1023.5  11.8  12.1    MM   MM +0.0    MM
2015 04 29 06 50 260  4.0  5.0   3.2    11   8.3 293 1023.4  11.8  12.1    MM   MM +0.5    MM
2015 04 29 05 50 280  4.0  6.0   2.9    11   7.9 292 1023.3  11.8  11.9    MM   MM +0.8    MM
2015 04 29 04 50 280  5.0  6.0   3.3    11   8.3 297 1023.4  11.9  12.0    MM   MM +1.0    MM
2015 04 29 03 50 290  4.0  5.0   3.5    11   8.5 289 1022.9  11.8  12.0    MM   MM +0.4    MM
2015 04 29 02 50 290  4.0  6.0   3.5    11   8.3 282 1022.5  12.0  12.1    MM   MM +0.0    MM
2015 04 29 01 50 300  5.0  7.0   3.0    11   8.0 282 1022.4  12.0  12.1    MM   MM +0.0    MM
2015 04 29 00 50 310  4.0  6.0   2.8    11   7.9 284 1022.5  12.1  12.2    MM   MM +0.4    MM
2015 04 28 23 50 320  4.0  5.0   3.0    10   8.2 273 1022.3  11.9  12.2    MM   MM +0.0    MM
2015 04 28 22 50 310  5.0  6.0   2.6    10   8.0 272 1022.2  11.9  12.1    MM   MM +0.3    MM
2015 04 28 21 50 340  5.0  6.0   2.5    10   7.8 280 1022.1  11.8  12.1    MM   MM +0.5    MM
2015 04 28 20 50 320  1.0  2.0   2.2    10   7.7 274 1022.1  11.8  12.4    MM   MM +1.0    MM
2015 04 28 19 50 310  1.0  2.0   2.1    10   7.5 287 1021.9  11.6  12.3    MM   MM +1.3    MM
2015 04 28 18 50 290  1.0  2.0   2.1    11   7.5 304 1021.6  11.1  12.2    MM   MM +1.6    MM
2015 04 28 17 50 290  3.0  4.0   1.8    11   6.7 297 1021.1  11.3  12.2    MM   MM +1.8    MM
2015 04 28 16 50 330  5.0  6.0   1.7     9   6.4 297 1020.6  11.4  12.2    MM   MM +2.1    MM
2015 04 28 15 50 320  5.0  5.0   1.8    10   6.7 297 1020.0  11.7  11.9    MM   MM +2.2    MM
2015 04 28 14 50 320  5.0  6.0   1.9    10   6.7 293 1019.3  11.0  11.6    MM   MM +2.3    MM
2015 04 28 13 50 300  4.0  5.0   1.9    10   6.6 293 1018.5  10.8  11.6    MM   MM +1.7    MM
2015 04 28 12 50 300  7.0  8.0   1.8    11   6.0 294 1017.8  10.8  11.2    MM   MM +1.0    MM
2015 04 28 11 50 170  8.0 10.0   2.0    11   6.4 285 1017.0  11.5  10.9    MM   MM +0.7    MM
2015 04 28 10 50 170  8.0 10.0   1.9     9   6.4 268 1016.8  11.8  11.0    MM   MM +1.2    MM
2015 04 28 09 50 190  8.0  9.0   2.0     9   6.8 275 1016.8  11.9  11.1    MM   MM +1.4    MM
2015 04 28 08 50 180  7.0  8.0   1.9     9   7.0 264 1016.3  12.0  11.3    MM   MM +1.8    MM
2015 04 28 07 50 180  6.0  7.0   1.8    10   7.6 278 1015.6  12.5  11.6    MM   MM +2.1    MM
2015 04 28 06 50 220  6.0  7.0   1.7     9   8.3 269 1015.4  13.1  12.0    MM   MM +2.7    MM
2015 04 28 05 50 210  4.0  5.0   1.7     9   8.7 263 1014.5  12.9  12.2    MM   MM +1.8    MM
2015 04 28 04 50 230  2.0  3.0   1.9    11   9.2 295 1013.5  12.8  12.1    MM   MM +0.6    MM
2015 04 28 03 50 280  2.0  3.0   1.9    10   9.3 278 1012.7  13.1  12.2    MM   MM -1.0    MM
2015 04 28 02 50 300  3.0  4.0   1.8    10   9.1 277 1012.7  13.4  12.5    MM   MM -1.9    MM
2015 04 28 01 50 320  4.0  5.0   1.7    10   8.6 276 1012.9  13.5  12.7    MM   MM -3.0    MM
2015 04 28 00 50 320  4.0  5.0   1.7     9   8.2 274 1013.7  13.4  12.6    MM   MM -3.9    MM
2015 04 27 23 50 360  4.0  4.0   1.5    11   7.9 295 1014.6  13.1  12.6    MM   MM -4.4    MM
2015 04 27 22 50  20  5.0  5.0   1.6    11   7.7 292 1015.9  13.0  12.5    MM   MM -4.0    MM
2015 04 27 21 50  20  4.0  5.0   1.8    11   7.7 285 1017.6  12.9  12.5    MM   MM -3.5    MM
2015 04 27 20 50  20  3.0  4.0   1.8    10   7.3 279 1019.0  12.7  12.4    MM   MM -2.7    MM
2015 04 27 19 50  80  2.0  3.0   2.0    11   7.2 281 1019.9  12.5  12.0    MM   MM -2.8    MM
2015 04 27 18 50  90  4.0  6.0   2.1    10   7.5 268 1021.1  12.4  11.9    MM   MM -2.1    MM
2015 04 27 17 50 100  3.0  4.0   2.1    10   7.3 271 1021.7  11.9  11.7    MM   MM -1.4    MM
2015 04 27 16 50  90  2.0  3.0   2.1    10   7.1 266 1022.7  11.7  11.5    MM   MM -0.6    MM
2015 04 27 15 50 160  2.0  3.0   2.0    10   7.0 264 1023.2  11.5  11.4    MM   MM -0.3    MM
2015 04 27 14 50 150  3.0  4.0   1.7    10   6.4 253 1023.1  11.4  11.4    MM   MM -0.4    MM
2015 04 27 13 50 160  4.0  5.0   1.9     8   6.4 253 1023.3  11.6  11.4    MM   MM +0.0    MM
2015 04 27 12 50 170  5.0  6.0   1.7     9   6.0 256 1023.5  11.7  11.4    MM   MM +0.0    MM
2015 04 27 11 50 170  7.0  8.0   1.6     6   5.6 204 1023.5  11.9  11.5    MM   MM +0.0    MM
2015 04 27 10 50 170  7.0  9.0   1.6     6   5.6 198 1023.4  11.8  11.5    MM   MM -0.3    MM
2015 04 27 09 50 170  7.0  8.0   1.6     6   5.8 199 1023.5  11.9  11.6    MM   MM +0.0    MM
2015 04 27 08 50 170  7.0  8.0   1.7     7   5.6 195 1023.5  12.1  11.6    MM   MM +0.0    MM
2015 04 27 07 50 170  7.0  8.0   1.7     7   5.6 182 1023.7  11.9  11.6    MM   MM +0.8    MM
2015 04 27 06 50 170  7.0  8.0   1.8     7   5.7 188 1023.4  11.8  11.5    MM   MM +1.0    MM
2015 04 27 05 50 170  7.0  8.0   1.8     7   5.6 191 1023.3  11.7  11.5    MM   MM +1.3    MM
2015 04 27 04 50 170  8.0  9.0   1.9     7   5.7 191 1022.9  11.5  11.4    MM   MM +0.9    MM
2015 04 27 03 50 170  9.0 10.0   1.9     7   5.4 203 1022.4  11.2  11.1    MM   MM +0.5    MM
2015 04 27 02 50 170  9.0 11.0   2.2     7   5.6 206 1022.0  11.0  10.8    MM   MM +0.0    MM
2015 04 27 01 50 170  9.0 11.0   2.2     8   5.4 209 1022.0  10.8  10.6    MM   MM +0.0    MM
2015 04 27 00 50 170 11.0 13.0   2.2     7   5.4 214 1021.9  10.7  10.6    MM   MM -0.3    MM
2015 04 26 23 50 170 11.0 12.0   2.3     7   5.5 209 1022.0  10.6  10.7    MM   MM +0.0    MM
2015 04 26 22 50 160 11.0 13.0   2.0     7   5.2 221 1022.1  10.5  10.9    MM   MM +0.4    MM
2015 04 26 21 50 160 10.0 13.0   1.8     6   4.9 197 1022.2  10.0  11.1    MM   MM +0.7    MM
2015 04 26 20 50 160 11.0 14.0   1.8     6   5.0 191 1021.8  10.5  11.3    MM   MM +0.4    MM
2015 04 26 19 50 150 10.0 13.0   1.6     5   5.0 185 1021.7  10.5  11.4    MM   MM +0.6    MM
2015 04 26 18 50 150 10.0 12.0   1.5     6   5.3 207 1021.5  10.2  11.3    MM   MM +1.1    MM
2015 04 26 17 50 150  9.0 11.0   1.4    16   5.3 216 1021.4  10.1  11.3    MM   MM +1.2    MM
2015 04 26 16 50 150  8.0 10.0   1.3    16   5.3 148 1021.1  10.2  11.4    MM   MM +1.5    MM
2015 04 26 15 50 160  9.0 10.0   1.3     9   5.5 285 1020.4  10.0  11.3    MM   MM +1.0    MM
2015 04 26 14 50 150  7.0  8.0   1.2     9   5.6 280 1020.2  10.5  11.3    MM   MM +1.2    MM
2015 04 26 13 50 150  6.0  8.0   1.3     8   6.1 283 1019.6  10.4  11.2    MM   MM +0.8    MM
2015 04 26 12 50 160  6.0  7.0   1.5    15   6.3 231 1019.4  10.4  11.3    MM   MM +0.3    MM
2015 04 26 11 50 150  6.0  7.0   1.5    10   6.6 293 1019.0  10.6  11.4    MM   MM +0.0    MM
2015 04 26 10 50 150  6.0  7.0   1.3    10   6.7 308 1018.8  10.6  11.4    MM   MM -0.3    MM
2015 04 26 09 50 160  4.0  5.0   1.4    10   7.4 308 1019.1  10.9  11.5    MM   MM +0.0    MM
2015 04 26 08 50 150  4.0  4.0   1.5    10   7.4 303 1019.1  10.7  11.6    MM   MM +0.4    MM
2015 04 26 07 50 150  3.0  3.0   1.4    10   7.5 286 1019.1  10.7  11.8    MM   MM +0.5    MM
2015 04 26 06 50 140  2.0  3.0   1.5     9   7.8 301 1018.9  10.7  11.9    MM   MM +0.6    MM
2015 04 26 05 50  80  2.0  3.0   1.5    10   7.9 305 1018.7  10.6  11.9    MM   MM +0.7    MM
2015 04 26 04 50  80  2.0  3.0   1.4     9   7.5 289 1018.6  10.7  11.8    MM   MM +0.8    MM
2015 04 26 03 50 350  2.0  3.0   1.6    10   8.0 303 1018.3  10.8  11.9    MM   MM +0.8    MM
2015 04 26 02 50 360  2.0  3.0   1.7    10   7.8 311 1018.0  10.9  12.0    MM   MM +0.4    MM
2015 04 26 01 50 320  3.0  4.0   1.6    11   7.4 308 1017.8  11.3  12.2    MM   MM +0.4    MM
2015 04 26 00 50 310  2.0  4.0   1.7    11   7.2 306 1017.5  11.3  12.3    MM   MM +0.0    MM
2015 04 25 23 50 290  2.0  4.0   1.8    10   7.1 303 1017.6  11.1  12.7    MM   MM +0.0    MM
2015 04 25 22 50 290  2.0  4.0   2.0    10   7.1 301 1017.4  10.8  12.9    MM   MM +0.0    MM
2015 04 25 21 50 260  2.0  3.0   2.0    11   7.0 307 1017.5  10.6  13.3    MM   MM +0.4    MM
2015 04 25 20 50 270  1.0  1.0   2.0    11   7.2 308 1017.4  10.7  13.4    MM   MM +0.9    MM
2015 04 25 19 50 170  1.0  2.0   2.1    11   7.5 299 1017.3  10.4  13.0    MM   MM +1.2    MM
2015 04 25 18 50 140  1.0  1.0   2.0    11   7.4 302 1017.1  10.4  12.0    MM   MM +1.9    MM
2015 04 25 17 50 110  1.0  2.0   2.0    11   7.5 300 1016.5  10.1  11.2    MM   MM +1.7    MM
2015 04 25 16 50 330  1.0  1.0   2.1    10   8.1 302 1016.1   9.7  10.9    MM   MM +1.8    MM
2015 04 25 15 50  20  1.0  2.0   2.2    11   8.2 297 1015.2   9.7  10.7    MM   MM +1.5    MM
2015 04 25 14 50  30  1.0  2.0   2.1    11   8.1 295 1014.8   9.8  10.6    MM   MM +1.4    MM
2015 04 25 13 50  20  2.0  2.0   2.1    11   8.2 297 1014.3   9.5  10.8    MM   MM +1.0    MM
2015 04 25 12 50  40  2.0  3.0   2.3    11   8.1 305 1013.7   9.2  10.9    MM   MM +0.8    MM
2015 04 25 11 50  40  3.0  4.0   2.6    10   8.4 297 1013.4   9.4  11.0    MM   MM +0.7    MM
2015 04 25 10 50  40  4.0  5.0   2.6    11   8.4 307 1013.3   9.4  11.0    MM   MM +0.5    MM
2015 04 25 09 50  10  5.0  7.0   2.6    12   8.1 304 1012.9   9.7  11.0    MM   MM +0.3    MM
2015 04 25 08 50 320  4.0  5.0   3.0    12   8.4 309 1012.7  10.2  11.1    MM   MM +0.0    MM
2015 04 25 07 50 320  4.0  5.0   2.7    12   7.7 311 1012.8  10.2  11.0    MM   MM +0.4    MM
2015 04 25 06 50 320  1.0  2.0   2.8    11   7.9 309 1012.6   9.7  10.9    MM   MM +0.6    MM
2015 04 25 05 50 320  5.0  9.0   3.0    12   8.0 311 1012.5   9.9  11.0    MM   MM +1.0    MM
2015 04 25 04 50 350  2.0  3.0   3.1    12   8.0 303 1012.4  10.0  11.0    MM   MM +1.0    MM
2015 04 25 03 50 340  3.0  4.0   3.0    13   8.2 304 1012.0  10.0  11.0    MM   MM +0.7    MM
2015 04 25 02 50 280  6.0  8.0   3.0    12   7.9 296 1011.5  10.1  11.1    MM   MM +0.0    MM
2015 04 25 01 50 260  5.0  6.0   3.3    13   8.0 299 1011.4  10.5  11.2    MM   MM +0.0    MM
2015 04 25 00 50 250  5.0  7.0   3.3    14   8.1 302 1011.3  11.0  11.2    MM   MM +0.0    MM
2015 04 24 23 50 250  4.0  5.0   3.4    14   8.6 295 1011.5  10.1  11.2    MM   MM +0.4    MM
2015 04 24 22 50 230  5.0  6.0   3.8    14   8.6 304 1011.2  10.6  11.2    MM   MM +0.5    MM
2015 04 24 21 50 260  6.0  9.0   3.3    15   8.5 314 1011.3   9.9  11.0    MM   MM +0.3    MM
2015 04 24 20 50 240  5.0  6.0   3.3    14   8.4 303 1011.1  10.4  11.2    MM   MM +0.3    MM
2015 04 24 19 50 270  5.0  6.0   3.4    13   8.7 308 1010.7  10.1  11.3    MM   MM +0.4    MM
2015 04 24 18 50 250  6.0  8.0   3.4    13   8.7 307 1011.0  10.8  11.4    MM   MM +1.0    MM
2015 04 24 17 50 240  7.0  8.0   4.0    13   9.1 298 1010.8  10.6  11.3    MM   MM +1.4    MM
2015 04 24 16 50 230  6.0  9.0   4.0    12   9.3 303 1010.3  10.1  11.2    MM   MM +1.3    MM
2015 04 24 15 50 260  6.0  8.0   4.2    14   9.2 308 1010.0  10.6  11.1    MM   MM +1.2    MM
2015 04 24 14 50 230  8.0  9.0   4.0    14   9.1 301 1009.4  10.5  10.9    MM   MM +0.8    MM
2015 04 24 13 50 240  8.0 10.0   3.9    15   8.8 296 1009.0  10.5  11.0    MM   MM +0.3    MM
2015 04 24 12 50 250  7.0  8.0   3.6    16   8.0 295 1008.8  10.1  11.1    MM   MM +0.0    MM
2015 04 24 11 50 260  8.0  9.0   3.5    11   7.3 283 1008.6  10.2  11.4    MM   MM -0.3    MM
2015 04 24 10 50 240  7.0  9.0   3.1    11   6.9 275 1008.7   9.8  11.5    MM   MM -0.6    MM
2015 04 24 09 50 250  8.0 11.0   3.4    10   6.9 278 1008.6  10.1  11.5    MM   MM -0.4    MM
2015 04 24 08 50 240  8.0 10.0   3.1    10   6.9 287 1008.9  10.2  11.5    MM   MM -0.5    MM
2015 04 24 07 50 270  8.0 11.0   3.4    11   7.1 289 1009.3   9.0  11.5    MM   MM -0.5    MM
2015 04 24 06 50 240 10.0 12.0   3.0    11   7.1 289 1009.0  10.2  11.5    MM   MM -0.8    MM
2015 04 24 05 50 230 10.0 12.0   2.8    11   7.2 290 1009.4  10.6  11.5    MM   MM -0.6    MM
2015 04 24 04 50 220  7.0  9.0   2.4    10   7.0 288 1009.8  10.5  11.4    MM   MM -0.3    MM
2015 04 24 03 50 230  8.0  9.0   2.4    10   6.7 299 1009.8  10.6  11.6    MM   MM -0.7    MM
2015 04 24 02 50 250  7.0  9.0   2.3    10   6.9 290 1010.0  10.6  11.7    MM   MM -0.4    MM
2015 04 24 01 50 250  8.0 10.0   2.1    10   6.2 292 1010.1  10.8  11.8    MM   MM -0.4    MM
2015 04 24 00 50 260  7.0  8.0   2.2     8   6.2 275 1010.5  10.8  11.8    MM   MM +0.0    MM
2015 04 23 23 50 270  7.0  8.0   2.4     7   6.1 201 1010.4  10.8  11.8    MM   MM -0.5    MM
2015 04 23 22 50 270  9.0 11.0   2.4     7   5.9 224 1010.5  11.0  11.7    MM   MM -0.3    MM
2015 04 23 21 50 270  8.0 10.0   2.6     7   5.8 217 1010.5  11.0  11.7    MM   MM +0.0    MM
2015 04 23 20 50 240  6.0  9.0   2.8     7   5.8 214 1010.9  10.2  11.7    MM   MM +0.0    MM
2015 04 23 19 50 280  6.0  7.0   2.7     7   5.5 221 1010.8   9.6  11.7    MM   MM -0.6    MM
2015 04 23 18 50 180 13.0 17.0   2.8     6   5.4 208 1010.7   9.6  11.7    MM   MM -1.6    MM
2015 04 23 17 50 180 14.0 17.0   2.3     5   5.4 194 1010.8   9.4  11.7    MM   MM -2.4    MM
2015 04 23 16 50 180 13.0 16.0   1.8     5   5.1 203 1011.4   9.8  11.7    MM   MM -2.5    MM
2015 04 23 15 50 180 12.0 14.0   1.8    11   5.4 293 1012.3   9.8  11.6    MM   MM -2.3    MM
2015 04 23 14 50 190 10.0 13.0   1.6    11   5.7 303 1013.2  10.1  11.5    MM   MM -2.2    MM
2015 04 23 13 50 190  9.0 11.0   1.6    11   6.3 282 1013.9  10.1  11.5    MM   MM -2.2    MM
2015 04 23 12 50 190  7.0  9.0   1.9    11   6.9 293 1014.6  10.2  11.6    MM   MM -2.3    MM
