#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2015 04 23 14 50 200  5.0  6.0   1.9    11   7.5 268 1015.8  10.0  11.4    MM   MM -1.1    MM
2015 04 23 13 50 200  4.0  6.0   2.0    11   7.8 267 1015.9  10.2  11.4    MM   MM -1.6    MM
2015 04 23 12 50 230  3.0  4.0   1.8    11   7.1 290 1016.4  10.3  11.4    MM   MM -1.6    MM
2015 04 23 11 50 240  2.0  3.0   1.8    11   7.0 273 1016.9  10.3  11.6    MM   MM -1.7    MM
2015 04 23 10 50 280  2.0  3.0   2.0    11   7.1 286 1017.5  10.3  11.7    MM   MM -1.7    MM
2015 04 23 09 50 300  2.0  3.0   2.2    11   7.2 283 1018.0  10.4  11.6    MM   MM -1.5    MM
2015 04 23 08 50 340  3.0  4.0   2.2    12   7.1 294 1018.6  10.4  11.6    MM   MM -1.1    MM
2015 04 23 07 50 340  5.0  6.0   2.2    11   7.3 303 1019.2  10.4  11.6    MM   MM -1.1    MM
2015 04 23 06 50 350  5.0  6.0   2.1    11   7.1 311 1019.5  10.4  11.7    MM   MM -0.8    MM
2015 04 23 05 50  10  5.0  6.0   1.9     9   6.3 304 1019.7  10.4  11.6    MM   MM -0.8    MM
2015 04 23 04 50 350  7.0  8.0   2.4     9   7.0 326 1020.3  10.5  11.7    MM   MM -0.6    MM
2015 04 23 03 50 360  7.0 11.0   2.3     9   6.8 341 1020.3  10.6  11.7    MM   MM -1.0    MM
2015 04 23 02 50 360  8.0  9.0   2.5    10   6.8 312 1020.5  10.7  11.7    MM   MM -1.3    MM
2015 04 23 01 50  10  8.0 10.0   2.5    11   7.1 311 1020.9  11.1  11.7    MM   MM -1.5    MM
2015 04 23 00 50  10  8.0  9.0   2.6    11   7.1 317 1021.3  10.9  11.7    MM   MM -1.8    MM
2015 04 22 23 50 360  8.0 10.0   2.6    12   7.5 298 1021.8  10.9  11.8    MM   MM -1.7    MM
2015 04 22 22 50  10  7.0  9.0   2.7    10   7.4 326 1022.4  10.8  11.7    MM   MM -1.7    MM
2015 04 22 21 50  10  7.0  8.0   2.9    11   7.4 321 1023.1  10.7  11.8    MM   MM -0.9    MM
2015 04 22 20 50  10  7.0  9.0   2.6    12   7.1 304 1023.5  10.7  11.8    MM   MM -0.5    MM
2015 04 22 19 50  40  4.0  5.0   2.6     8    MM  MM 1024.1   9.9  11.8    MM   MM +0.0    MM
2015 04 22 18 50  50  5.0  7.0   2.7    12    MM  MM 1024.0  10.1  11.6    MM   MM +0.0    MM
2015 04 22 17 50 360  9.0 10.0   2.8     9    MM  MM 1024.0  10.0  11.6    MM   MM +0.0    MM
2015 04 22 16 50  40  9.0 10.0   2.9     8    MM  MM 1024.2  10.4  11.6    MM   MM +1.0    MM
2015 04 22 15 50  20  8.0  9.0   2.9     9    MM  MM 1024.0  10.7  11.4    MM   MM +1.1    MM
2015 04 22 14 50  10  7.0  9.0   3.2     8    MM  MM 1023.9  10.7  11.6    MM   MM +1.0    MM
2015 04 22 13 50 360  8.0 10.0   2.9     8    MM  MM 1023.2  10.5  11.5    MM   MM +0.4    MM
2015 04 22 12 50  10  9.0 11.0   2.9     8    MM  MM 1022.9  10.7  11.5    MM   MM +0.3    MM
2015 04 22 11 50  10  9.0 10.0   3.2     9    MM  MM 1022.9  10.8  11.5    MM   MM +0.0    MM
2015 04 22 10 50  10 10.0 12.0   3.1     9    MM  MM 1022.8  10.6  11.5    MM   MM +0.0    MM
2015 04 22 09 50  10 10.0 11.0   3.1     8    MM  MM 1022.6  10.9  11.6    MM   MM +0.0    MM
2015 04 22 08 50 360 10.0 12.0   3.2     9    MM  MM 1022.8  11.0  11.7    MM   MM +0.4    MM
2015 04 22 07 50  10 10.0 12.0   3.6     9    MM  MM 1022.8  11.0  11.7    MM   MM +0.8    MM
2015 04 22 06 50  10 10.0 12.0   3.5    13    MM  MM 1022.7  11.0  11.8    MM   MM +1.5    MM
2015 04 22 05 50  10 11.0 13.0   3.6     9    MM  MM 1022.4  11.2  11.8    MM   MM +2.0    MM
2015 04 22 04 50  10 11.0 13.0   3.4    13    MM  MM 1022.0  11.2  11.8    MM   MM +1.9    MM
2015 04 22 03 50  10 12.0 15.0   3.4    13    MM  MM 1021.2  11.2  11.8    MM   MM +1.5    MM
2015 04 22 02 50 360 12.0 15.0   3.3    13    MM  MM 1020.4  11.3  11.7    MM   MM +1.1    MM
2015 04 22 01 50 360 12.0 15.0   3.0    13    MM  MM 1020.1  11.5  11.6    MM   MM +1.2    MM
2015 04 22 00 50 360 11.0 15.0   3.2    14    MM  MM 1019.7  11.5  11.8    MM   MM +1.1    MM
2015 04 21 23 50  10 12.0 14.0   2.9    13    MM  MM 1019.3  11.4  11.9    MM   MM +1.1    MM
2015 04 21 22 50 360 12.0 15.0   2.8    14    MM  MM 1018.9  11.6  12.0    MM   MM +0.8    MM
2015 04 21 21 50 360 12.0 14.0   2.8     6    MM  MM 1018.6  11.7  11.9    MM   MM +0.9    MM
2015 04 21 20 50 350 11.0 13.0   2.7    12    MM  MM 1018.2  11.6  12.0    MM   MM +1.1    MM
