#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2015 05 03 10 50 360  9.0 11.0   2.8    11   6.6 312 1014.9  10.8  10.7    MM   MM -0.5    MM
2015 05 03 09 50  10  9.0 11.0   2.9    10   6.3 327 1015.2  10.9  10.7    MM   MM +0.0    MM
2015 05 03 08 50  10  9.0 12.0   3.0    11   6.6 328 1015.4  10.9  10.6    MM   MM +0.0    MM
2015 05 03 07 50  10 10.0 12.0   3.1     9   6.7 329 1015.4  10.9  10.6    MM   MM +0.0    MM
2015 05 03 06 50  10 11.0 12.0   3.3    11   6.6 332 1015.3  11.0  10.7    MM   MM +0.0    MM
2015 05 03 05 50  10 11.0 13.0   3.2     9   6.5 324 1015.5  11.1  10.8    MM   MM +0.6    MM
2015 05 03 04 50  10 11.0 13.0   3.2    11   6.4 332 1015.5  11.2  11.2    MM   MM +0.3    MM
2015 05 03 03 50  10 11.0 13.0   2.9     8   6.3 344 1015.1  11.3  11.4    MM   MM -0.6    MM
2015 05 03 02 50  10 12.0 14.0   2.8     8   6.1 333 1014.9  11.7  11.6    MM   MM -0.9    MM
2015 05 03 01 50  10 11.0 13.0   2.9     8   6.1 340 1015.2  11.9  11.7    MM   MM -1.1    MM
2015 05 03 00 50  10 10.0 13.0   2.8     8   6.1 349 1015.7  11.8  11.7    MM   MM -0.9    MM
2015 05 02 23 50  10 11.0 13.0   2.8     8   6.2 345 1015.8  11.7  11.7    MM   MM -1.0    MM
2015 05 02 22 50  10 11.0 13.0   2.6    11   6.2 326 1016.3  11.7  11.7    MM   MM -0.9    MM
2015 05 02 21 50 360 11.0 14.0   2.6    11   6.3 315 1016.6  11.6  11.7    MM   MM   MM    MM
2015 05 02 20 50  10 10.0 12.0   2.6     8   6.1 328 1016.8  11.6  11.6    MM   MM -0.8    MM
2015 05 02 19 50  10 11.0 13.0   2.7     7   6.4 327 1017.2  11.6  11.5    MM   MM -0.4    MM
2015 05 02 17 50  20  9.0 10.0   2.7    10   6.4 317 1017.6  11.4  11.5    MM   MM +0.0    MM
2015 05 02 16 50  20  9.0 11.0   2.8    11   6.4 313 1017.6  11.4  11.5    MM   MM +0.0    MM
2015 05 02 15 50  20 10.0 12.0   2.6     7   6.1 331 1017.7  11.1  11.6    MM   MM +0.4    MM
2015 05 02 14 50  20 11.0 13.0   2.5    11   5.9 318 1017.6  10.9  11.6    MM   MM +0.4    MM
2015 05 02 13 50  20 10.0 13.0   2.5    11   5.7 333 1017.4  10.8  11.6    MM   MM +0.5    MM
2015 05 02 12 50  20 11.0 13.0   2.6    11   5.8 314 1017.3  10.8  11.6    MM   MM +0.4    MM
2015 05 02 11 50  10 11.0 13.0   2.5    11   5.7 321 1017.2  10.9  11.7    MM   MM +0.3    MM
2015 05 02 10 50  20 12.0 14.0   2.4    11   5.6 334 1016.9  11.3  12.0    MM   MM +0.0    MM
2015 05 02 09 50  10 12.0 14.0   2.5    10   5.7 329 1016.9  11.5  12.2    MM   MM +0.0    MM
2015 05 02 08 50  10 13.0 15.0   2.6    10   5.7 325 1016.9  11.6  12.2    MM   MM +0.0    MM
2015 05 02 07 50  20 12.0 13.0   2.5     9   5.8 323 1017.0  11.9  12.3    MM   MM +0.5    MM
2015 05 02 06 50  10 12.0 14.0   2.9     6   6.0   9 1016.9  12.1  12.2    MM   MM +0.9    MM
2015 05 02 05 50  20 12.0 14.0   2.8    10   5.9 312 1016.8  12.1  12.1    MM   MM +0.9    MM
2015 05 02 04 50  10 12.0 15.0   3.1     6   5.8  10 1016.5  12.1  12.1    MM   MM +0.5    MM
2015 05 02 03 50  10 13.0 16.0   2.8     6   5.9   4 1016.0  12.1  12.1    MM   MM -0.4    MM
2015 05 02 02 50  10 13.0 15.0   2.6     9   5.9 324 1015.9  12.3  12.1    MM   MM -0.6    MM
2015 05 02 01 50 360 13.0 15.0   2.4    10   5.7 327 1016.0  12.5  12.1    MM   MM -0.9    MM
2015 05 02 00 50  10 12.0 15.0   2.4    10   5.8 320 1016.4  12.4  12.2    MM   MM -0.9    MM
2015 05 01 23 50  10 12.0 14.0   2.2    10   5.4 316 1016.5  12.4  12.3    MM   MM -0.9    MM
2015 05 01 22 50 360 11.0 13.0   2.1    10   5.7 329 1016.9  12.4  12.1    MM   MM -0.7    MM
2015 05 01 21 50  10 11.0 13.0   1.9    11   5.6 315 1017.3  12.4  12.2    MM   MM -0.6    MM
2015 05 01 20 50  10 10.0 12.0   1.9     9   5.7 306 1017.4  12.4  12.0    MM   MM -0.5    MM
2015 05 01 19 50  10 10.0 12.0   1.9     9   5.5 323 1017.6  12.3  12.1    MM   MM -0.3    MM
2015 05 01 18 50  10 10.0 12.0   1.9    10   5.3 323 1017.9  12.3  12.1    MM   MM +0.0    MM
2015 05 01 17 50  10 10.0 11.0   1.8    10   5.5 296 1017.9  12.3  12.2    MM   MM +0.0    MM
2015 05 01 16 50  10  9.0 11.0   2.1    10   6.2 314 1017.9  12.3  12.2    MM   MM +0.4    MM
2015 05 01 15 50  10  8.0 10.0   2.1    10   6.3 307 1018.0  12.3  12.3    MM   MM +0.5    MM
2015 05 01 14 50  30  7.0  8.0   2.2    10   6.3 304 1017.8  12.1  12.3    MM   MM -0.0    MM
2015 05 01 13 50  20  9.0 10.0   2.0    11   5.8 317 1017.5  12.2  12.4    MM   MM -0.5    MM
2015 05 01 12 50  10  9.0 11.0   2.1    10   5.8 308 1017.5  12.2  12.3    MM   MM -0.8    MM
2015 05 01 11 50  10  9.0 11.0   2.3    10   6.2 304 1017.7  12.2  12.3    MM   MM -0.9    MM
2015 05 01 10 50  10  9.0 11.0   2.1    10   6.0 310 1018.0  12.3  12.4    MM   MM -0.9    MM
2015 05 01 09 50  10  9.0 11.0   2.1    10   5.8 318 1018.3  12.3  12.5    MM   MM -0.9    MM
2015 05 01 08 50  10  9.0 11.0   2.1    10   5.6 323 1018.6  12.2  12.5    MM   MM -0.8    MM
2015 05 01 07 50  10  9.0 10.0   2.0     9   5.8 307 1018.9  12.3  12.6    MM   MM -0.9    MM
2015 05 01 06 50  10  9.0 11.0   2.1    10   5.9 317 1019.2  12.3  12.5    MM   MM -0.4    MM
2015 05 01 05 50  10  9.0 11.0   2.1    11   5.7 311 1019.4  12.3  12.5    MM   MM -0.5    MM
2015 05 01 04 50  20  9.0 11.0   2.1    11   5.7 304 1019.8  12.3  12.6    MM   MM -0.5    MM
2015 05 01 03 50  10 11.0 13.0   2.1    11   5.7 318 1019.6  12.3  12.6    MM   MM -1.5    MM
2015 05 01 02 50  10 11.0 13.0   2.1    11   5.6 317 1019.9  12.4  12.6    MM   MM -1.9    MM
2015 05 01 01 50  10 11.0 13.0   2.2    10   5.9 321 1020.3  12.7  12.6    MM   MM -2.2    MM
2015 05 01 00 50 360 11.0 12.0   2.1    11   6.0 316 1021.1  12.5  12.5    MM   MM -2.1    MM
2015 04 30 23 50  10 10.0 12.0   1.9    11   5.9 318 1021.8  12.4  12.6    MM   MM -1.8    MM
2015 04 30 22 50  10 10.0 12.0   1.9    11   6.2 326 1022.5  12.4  12.7    MM   MM -1.8    MM
2015 04 30 21 50 360 10.0 11.0   2.1    11   7.0 319 1023.2  12.3  12.8    MM   MM -1.8    MM
2015 04 30 20 50 360  8.0  9.0   2.1    11   7.0 324 1023.6  12.0  12.7    MM   MM -1.7    MM
2015 04 30 19 50  10  7.0  8.0   2.1    10   7.3 306 1024.3  12.0  12.7    MM   MM -1.4    MM
2015 04 30 18 50  20  7.0  8.0   2.2    11   7.3 313 1025.0  12.0  12.5    MM   MM -0.8    MM
2015 04 30 17 50  30  7.0  8.0   2.0    11   6.8 298 1025.3  11.7  12.5    MM   MM -0.5    MM
2015 04 30 16 50  30  7.0  8.0   2.3    11   7.4 304 1025.7  11.6  12.4    MM   MM +0.0    MM
2015 04 30 15 50  40  7.0  8.0   2.1    10   7.2 287 1025.8  11.7  12.4    MM   MM +0.0    MM
2015 04 30 14 50  40  7.0  8.0   2.2    11   7.1 295 1025.8  11.8  12.5    MM   MM +0.0    MM
2015 04 30 13 50  30  6.0  8.0   2.0    10   7.1 294 1025.8  11.8  12.5    MM   MM +0.0    MM
2015 04 30 12 50  20  7.0  8.0   2.2    11   7.6 306 1025.8  11.9  12.5    MM   MM +0.0    MM
2015 04 30 11 50  10  6.0  7.0   2.3    11   7.9 302 1026.0  12.0  12.4    MM   MM -0.0    MM
2015 04 30 10 50  20  6.0  8.0   2.6    11   8.4 303 1026.0  12.0  12.4    MM   MM -0.3    MM
2015 04 30 09 50  30  6.0  7.0   2.3    12   8.0 308 1025.9  12.1  12.7    MM   MM -0.4    MM
2015 04 30 08 50  20  6.0  7.0   2.2    11   7.8 319 1026.2  12.3  12.6    MM   MM +0.0    MM
2015 04 30 07 50  10  7.0  8.0   2.3    11   8.0 296 1026.3  12.3  12.7    MM   MM +0.0    MM
2015 04 30 06 50 360  7.0  8.0   2.3    12   8.0 311 1026.3  12.4  12.6    MM   MM +0.6    MM
2015 04 30 05 50 360  6.0  7.0   2.6    11   8.6 311 1026.2  12.5  12.7    MM   MM +0.7    MM
2015 04 30 04 50 360  5.0  6.0   2.5    12   8.8 311 1026.2  12.5  12.7    MM   MM +0.5    MM
2015 04 30 03 50 340  5.0  7.0   2.6    12   8.7 311 1025.7  12.7  13.0    MM   MM +0.0    MM
2015 04 30 02 50 340  4.0  5.0   2.8    12   8.9 297 1025.5  12.9  13.0    MM   MM -0.5    MM
2015 04 30 01 50 330  4.0  5.0   2.8    11   8.7 302 1025.7  13.1  12.8    MM   MM -0.6    MM
2015 04 30 00 50 320  4.0  5.0   2.7    12   8.4 305 1025.9  13.2  13.1    MM   MM -0.5    MM
2015 04 29 23 50 310  4.0  5.0   2.7    12   8.4 283 1026.0  13.0  13.1    MM   MM -0.4    MM
2015 04 29 22 50 310  3.0  5.0   2.6    12   8.3 297 1026.3  13.0  13.4    MM   MM +0.0    MM
2015 04 29 21 50 270  3.0  4.0   2.7    12   8.5 289 1026.4  12.9  13.2    MM   MM +0.0    MM
2015 04 29 20 50 190  2.0  3.0   2.6    12   8.4 285 1026.4  12.4  13.0    MM   MM +0.5    MM
2015 04 29 19 50 190  3.0  3.0   2.7    12   8.5 287 1026.3  12.2  12.8    MM   MM +0.8    MM
2015 04 29 18 50 180  3.0  4.0   2.5    12   8.2 298 1026.2  12.0  12.7    MM   MM +0.9    MM
2015 04 29 17 50 170  4.0  5.0   2.7    11   8.7 280 1025.9  11.8  12.6    MM   MM +0.8    MM
2015 04 29 16 50 160  4.0  5.0   2.9    13   8.9 284 1025.5  11.7  12.6    MM   MM +0.8    MM
2015 04 29 15 50 140  2.0  4.0   2.8    11   8.6 278 1025.3  12.6  12.5    MM   MM +0.9    MM
2015 04 29 14 50  MM  0.0  2.0   2.9    11   9.1 283 1025.1  12.9  12.4    MM   MM +0.9    MM
2015 04 29 13 50  50  2.0  3.0   3.0    11   9.0 301 1024.7  11.2  12.3    MM   MM +0.5    MM
2015 04 29 12 50 270  2.0  3.0   2.8    11   8.7 292 1024.4  12.0  12.3    MM   MM +0.5    MM
2015 04 29 11 50 290  2.0  3.0   3.0    11   9.2 294 1024.2  12.0  12.4    MM   MM +0.0    MM
2015 04 29 10 50 280  2.0  3.0   2.9    13   9.1 295 1024.2  12.0  12.2    MM   MM -0.0    MM
2015 04 29 09 50 310  2.0  3.0   2.7    10   8.6 279 1023.9  12.0  12.3    MM   MM +0.0    MM
2015 04 29 08 50 300  2.0  3.0   3.2    11   9.2 295 1024.0  12.1  12.2    MM   MM +0.0    MM
2015 04 29 07 50 330  2.0  3.0   2.9    11   8.3 302 1024.0  12.1  12.3    MM   MM +0.4    MM
2015 04 29 06 50 330  3.0  4.0   3.0    11   8.7 297 1024.1  12.2  12.3    MM   MM +0.9    MM
2015 04 29 05 50 330  4.0  5.0   2.9    11   8.3 301 1024.0  12.3  12.3    MM   MM +1.1    MM
2015 04 29 04 50 330  4.0  5.0   2.9    11   8.1 299 1023.6  12.3  12.4    MM   MM +1.0    MM
2015 04 29 03 50 320  5.0  6.0   3.2    10   8.2 278 1023.2  12.3  12.4    MM   MM +0.7    MM
2015 04 29 02 50 330  5.0  7.0   3.0    11   8.1 292 1022.9  12.6  12.4    MM   MM +0.4    MM
2015 04 29 01 50 330  6.0  7.0   3.0    10   8.1 280 1022.6  13.0  12.5    MM   MM +0.0    MM
2015 04 29 00 50 330  5.0  7.0   2.7    11   8.0 283 1022.5  12.9  12.9    MM   MM +0.3    MM
2015 04 28 23 50 330  2.0  3.0   2.6    11   7.9 277 1022.5  12.4  12.7    MM   MM +0.4    MM
2015 04 28 22 50 360  2.0  3.0   2.5     9   7.9 279 1022.4  12.1  12.7    MM   MM +0.6    MM
2015 04 28 21 50  10  3.0  3.0   2.3    10   7.8 279 1022.2  11.8  12.7    MM   MM +0.7    MM
2015 04 28 20 50  10  3.0  4.0   2.0     9   7.6 284 1022.1  11.6  12.5    MM   MM +1.3    MM
2015 04 28 19 50  30  4.0  5.0   1.6    10   7.1 289 1021.8  11.4  12.3    MM   MM +1.4    MM
2015 04 28 18 50  20  5.0  6.0   1.7    10   6.6 302 1021.5  11.1  12.4    MM   MM +1.6    MM
2015 04 28 17 50 350  9.0 10.0   1.6    11   6.8 307 1020.8  11.5  12.5    MM   MM +1.6    MM
2015 04 28 16 50 350  7.0  9.0   1.6     9   6.2 289 1020.4  11.4  12.3    MM   MM +1.9    MM
2015 04 28 15 50 340  7.0  9.0   1.4    10   5.9 304 1019.9  11.2  12.4    MM   MM +2.1    MM
2015 04 28 14 50 330  7.0  8.0   1.5    11   6.7 319 1019.2  11.5  12.3    MM   MM +1.4    MM
2015 04 28 13 50 330  5.0  6.0   1.5    10   6.4 290 1018.5  12.0  12.5    MM   MM +0.8    MM
2015 04 28 12 50 180  6.0  7.0   1.6    10   6.4 283 1017.8  12.4  12.4    MM   MM +0.0    MM
2015 04 28 11 50 180  7.0  8.0   1.6    11   6.6 286 1017.8  12.5  12.4    MM   MM +0.4    MM
2015 04 28 10 50 180  6.0  7.0   1.7    10   6.8 285 1017.7  12.7  12.5    MM   MM +0.5    MM
2015 04 28 09 50 190  6.0  7.0   1.7    11   6.8 290 1017.9  12.7  12.7    MM   MM +1.1    MM
2015 04 28 08 50 180  6.0  6.0   1.7    11   7.2 284 1017.4  12.7  12.8    MM   MM +1.3    MM
2015 04 28 07 50 190  5.0  6.0   1.7    11   7.5 292 1017.2  12.4  12.7    MM   MM +2.0    MM
2015 04 28 06 50 220  5.0  7.0   1.6    11   7.7 288 1016.8  12.2  12.8    MM   MM +2.7    MM
2015 04 28 05 50 240  6.0  8.0   1.7    10   8.3 268 1016.1  13.4  12.8    MM   MM +2.5    MM
2015 04 28 04 50 240  5.0  6.0   1.8    11   8.5 298 1015.2  13.3  13.0    MM   MM +2.0    MM
2015 04 28 03 50 250  3.0  4.0   1.7    11   8.3 284 1014.1  13.3  13.1    MM   MM +0.3    MM
2015 04 28 02 50 230  2.0  3.0   1.9    11   8.7 284 1013.6  13.6  13.2    MM   MM -0.6    MM
2015 04 28 01 50 330  2.0  3.0   1.8    10   8.8 265 1013.2  14.5  13.2    MM   MM -1.7    MM
2015 04 28 00 50 360  3.0  3.0   1.6    10   8.3 289 1013.8  13.9  13.1    MM   MM -2.1    MM
2015 04 27 23 50  10  3.0  3.0   1.6    11   8.4 302 1014.2  13.8  13.2    MM   MM -2.9    MM
2015 04 27 22 50  20  4.0  5.0   1.7    11   8.6 287 1014.9  13.7  13.0    MM   MM -3.4    MM
2015 04 27 21 50  40  5.0  6.0   1.6    11   8.3 287 1015.9  13.5  13.0    MM   MM -3.3    MM
2015 04 27 20 50  30  5.0  6.0   1.6    10   8.3 286 1017.1  13.5  13.0    MM   MM -3.0    MM
2015 04 27 19 50  20  4.0  5.0   1.8    11   8.3 275 1018.3  13.2  12.8    MM   MM -2.6    MM
2015 04 27 18 50  30  4.0  4.0   1.7    10   8.3 277 1019.2  13.1  12.6    MM   MM -2.3    MM
2015 04 27 17 50  30  4.0  4.0   1.5    11   7.8 279 1020.1  12.8  12.5    MM   MM -1.9    MM
2015 04 27 16 50  40  3.0  3.0   1.6     9   7.6 272 1020.9  12.5  12.3    MM   MM -1.7    MM
2015 04 27 15 50  80  3.0  4.0   1.7     9   7.3 272 1021.5  12.5  12.1    MM   MM -1.4    MM
2015 04 27 14 50  90  3.0  4.0   1.8     8   7.3 270 1022.0  12.6  12.2    MM   MM -1.2    MM
2015 04 27 13 50  80  2.0  3.0   1.6     8   6.5 273 1022.6  12.3  12.1    MM   MM -0.9    MM
2015 04 27 12 50  60  1.0  2.0   1.6     8   6.5 253 1022.9  12.0  12.1    MM   MM -0.9    MM
2015 04 27 11 50  80  1.0  2.0   1.5     8   6.4 255 1023.2  12.2  12.3    MM   MM -0.9    MM
2015 04 27 10 50 110  2.0  3.0   1.4     8   6.2 263 1023.5  12.2  12.3    MM   MM -0.7    MM
2015 04 27 09 50 160  2.0  3.0   1.3     6   6.1 202 1023.8  12.2  12.3    MM   MM -0.3    MM
2015 04 27 08 50 160  3.0  4.0   1.3     9   6.1 251 1024.1  12.2  12.2    MM   MM +0.4    MM
2015 04 27 07 50 180  5.0  5.0   1.3     6   5.7 195 1024.2  12.4  12.4    MM   MM -0.0    MM
2015 04 27 06 50 170  5.0  6.0   1.2     6   5.6 197 1024.1  12.4  12.5    MM   MM +0.4    MM
2015 04 27 05 50 170  6.0  7.0   1.2     6   5.6 198 1023.7  12.3  12.4    MM   MM +0.7    MM
2015 04 27 04 50 170  6.0  7.0   1.3     7   5.5 191 1024.0  12.2  12.2    MM   MM +1.1    MM
2015 04 27 03 50 180  5.0  6.0   1.4     7   5.7 196 1023.7  12.4  12.2    MM   MM +0.6    MM
2015 04 27 02 50 180  7.0  8.0   1.5     7   5.3 203 1023.0  12.3  12.1    MM   MM +0.0    MM
2015 04 27 01 50 190  8.0 10.0   1.7     6   5.2 203 1022.9  12.1  12.1    MM   MM +0.0    MM
2015 04 27 00 50 180  9.0 10.0   1.9     6   5.4 197 1023.1  11.7  12.1    MM   MM -0.0    MM
2015 04 26 23 50 180 10.0 12.0   2.0     6   5.4 197 1022.8  11.5  12.1    MM   MM +0.0    MM
2015 04 26 22 50 170 11.0 14.0   2.0     6   5.3 201 1022.8  11.2  12.1    MM   MM +0.6    MM
2015 04 26 21 50 170 10.0 12.0   1.8     6   5.1 205 1023.0  10.7  12.1    MM   MM +0.8    MM
2015 04 26 20 50 160 11.0 13.0   1.7     6   5.2 193 1022.6  10.4  12.1    MM   MM +0.7    MM
2015 04 26 19 50 160 11.0 14.0   1.4     5   4.9 201 1022.2  10.4  12.1    MM   MM +1.3    MM
2015 04 26 18 50 160 10.0 11.0   1.4     5   5.0 184 1022.2  10.4  12.1    MM   MM +1.7    MM
2015 04 26 17 50 170  9.0 11.0   1.4     8   4.9 248 1021.9  10.6  12.1    MM   MM +1.7    MM
2015 04 26 16 50 160  9.0 11.0   1.5    10   5.2 301 1020.9  10.8  12.2    MM   MM +1.1    MM
2015 04 26 15 50 150  9.0 10.0   1.4     9   5.2 261 1020.5  10.9  12.2    MM   MM +1.2    MM
2015 04 26 14 50 160  8.0 10.0   1.4     8   5.6 275 1020.2  10.9  12.2    MM   MM +1.3    MM
2015 04 26 13 50 160  7.0  8.0   1.3     8   5.8 272 1019.8  10.9  12.2    MM   MM +0.8    MM
2015 04 26 12 50 170  8.0  9.0   1.4    10   6.3 277 1019.3  11.0  12.2    MM   MM -0.0    MM
2015 04 26 11 50 160  7.0  8.0   1.5    10   6.5 287 1018.9  11.1  12.2    MM   MM -0.3    MM
2015 04 26 10 50 160  6.0  7.0   1.6    10   7.2 289 1019.0  11.2  12.4    MM   MM -0.3    MM
2015 04 26 09 50 160  6.0  7.0   1.5    10   7.4 293 1019.2  11.2  12.4    MM   MM +0.0    MM
2015 04 26 08 50 140  5.0  6.0   1.4    11   7.5 296 1019.2  11.3  12.6    MM   MM +0.3    MM
2015 04 26 07 50 130  4.0  5.0   1.7     9   7.8 294 1019.3  11.2  12.7    MM   MM +0.8    MM
2015 04 26 06 50 120  3.0  4.0   1.4    10   7.2 296 1019.1  11.4  12.3    MM   MM +1.0    MM
2015 04 26 05 50 150  1.0  2.0   1.6     9   7.7 283 1018.9  11.5  12.6    MM   MM +0.9    MM
2015 04 26 04 50  MM  0.0  1.0   1.6    10   7.2 311 1018.5  11.4  12.6    MM   MM +0.8    MM
2015 04 26 03 50 230  1.0  2.0   1.7     9   6.9 290 1018.1  11.4  12.5    MM   MM +0.7    MM
2015 04 26 02 50 330  1.0  2.0   1.7    11   7.2 306 1018.0  11.6  12.6    MM   MM +0.6    MM
2015 04 26 01 50 300  1.0  2.0   1.9    10   7.2 290 1017.7  12.4  12.8    MM   MM +0.5    MM
2015 04 26 00 50 290  2.0  2.0   1.8    11   6.9 286 1017.4  12.3  13.4    MM   MM +0.4    MM
2015 04 25 23 50 290  1.0  2.0   2.0     8   7.5 301 1017.4  11.9  13.6    MM   MM +0.4    MM
2015 04 25 22 50 310  2.0  3.0   1.8     9   7.4 307 1017.2  11.7  14.1    MM   MM +0.0    MM
2015 04 25 21 50 270  1.0  2.0   2.2    10   8.2 297 1017.0  11.8  13.7    MM   MM +0.3    MM
2015 04 25 20 50  30  1.0  1.0   2.0     9   7.9 294 1017.0  11.4  13.3    MM   MM +0.9    MM
2015 04 25 19 50  MM  0.0  1.0   2.0    11   8.1 286 1017.0  10.9  12.9    MM   MM +1.5    MM
2015 04 25 18 50  MM  0.0  1.0   2.3    12   8.5 289 1016.7  11.5  12.5    MM   MM +1.8    MM
2015 04 25 17 50 100  3.0  4.0   2.0    11   8.1 300 1016.1  10.4  12.2    MM   MM +2.0    MM
2015 04 25 16 50  60  2.0  3.0   2.1    10   8.1 302 1015.5  10.7  12.0    MM   MM +1.6    MM
2015 04 25 15 50  50  3.0  4.0   2.3    11   8.2 306 1014.9  10.3  11.9    MM   MM +1.6    MM
2015 04 25 14 50  MM  0.0  1.0   2.3    12   8.4 306 1014.1  12.4  11.9    MM   MM +1.0    MM
2015 04 25 13 50  60  1.0  2.0   2.4    11   8.1 312 1013.9  10.5  11.9    MM   MM +1.0    MM
2015 04 25 12 50 360  3.0  4.0   2.6    12   8.1 314 1013.3  11.0  12.0    MM   MM +0.6    MM
2015 04 25 11 50 340  3.0  4.0   2.7    11   8.1 323 1013.1  10.9  12.1    MM   MM +0.5    MM
2015 04 25 10 50 330  5.0  6.0   2.7    12   7.9 312 1012.9  11.0  12.1    MM   MM +0.0    MM
2015 04 25 09 50 290  3.0  4.0   2.9    12   7.9 313 1012.7  11.0  12.1    MM   MM +0.0    MM
2015 04 25 08 50 290  4.0  5.0   2.9    12   8.1 299 1012.6  11.1  12.2    MM   MM +0.0    MM
2015 04 25 07 50 320  2.0  3.0   2.9    13   8.0 299 1012.8  10.6  12.3    MM   MM +0.0    MM
2015 04 25 06 50 300  5.0  6.0   3.0    13   8.4 311 1012.6  10.4  12.3    MM   MM +0.0    MM
2015 04 25 05 50 300  4.0  5.0   3.2    13   8.4 300 1012.7  10.8  12.2    MM   MM +0.4    MM
2015 04 25 04 50 250  4.0  5.0   3.0    13   8.0 290 1012.6  11.5  12.2    MM   MM +0.5    MM
2015 04 25 03 50 250  5.0  7.0   2.9    13   7.9 292 1012.4  11.5  12.2    MM   MM +0.0    MM
2015 04 25 02 50 260  5.0  7.0   3.2    13   8.2 296 1012.3  11.5  12.2    MM   MM +0.0    MM
2015 04 25 01 50 250  6.0  7.0   3.0    15   8.5 296 1012.1  11.7  12.2    MM   MM +0.0    MM
2015 04 25 00 50 250  6.0  8.0   2.8    12   8.1 299 1012.2  11.7  12.3    MM   MM +0.0    MM
2015 04 24 23 50 250  7.0  9.0   3.0    14   8.4 300 1012.2  11.7  12.3    MM   MM +0.0    MM
2015 04 24 22 50 240  6.0  7.0   3.3    11   8.8 302 1012.2  11.7  12.3    MM   MM +0.0    MM
2015 04 24 21 50 230  6.0  8.0   3.5    13   9.1 293 1012.3  11.5  12.3    MM   MM +0.0    MM
2015 04 24 20 50 210  6.0  8.0   3.8    13   9.2 301 1012.2  11.2  12.2    MM   MM +0.0    MM
2015 04 24 19 50 220  7.0  8.0   3.8    12   9.0 298 1012.1  10.4  12.1    MM   MM +0.0    MM
2015 04 24 18 50 230  7.0  9.0   3.9    14   9.1 298 1012.3  11.3  12.0    MM   MM +0.4    MM
2015 04 24 17 50 210  6.0  7.0   3.5    15   8.9 302 1012.4  10.5  11.9    MM   MM +1.0    MM
2015 04 24 16 50 230  7.0  9.0   3.8    15   9.2 293 1011.9  11.2  11.8    MM   MM +0.8    MM
2015 04 24 15 50 210  4.0  6.0   3.7    16   8.7 282 1011.9  10.6  11.8    MM   MM +1.0    MM
2015 04 24 14 50 230  7.0  9.0   3.8    16   8.7 291 1011.4  10.3  11.8    MM   MM +0.5    MM
2015 04 24 13 50 260  6.0  8.0   3.3    11   7.8 284 1011.1  11.0  11.8    MM   MM +0.0    MM
2015 04 24 12 50 260  6.0  7.0   3.2    11   7.9 288 1010.9  11.0  11.8    MM   MM -0.4    MM
2015 04 24 11 50 260  6.0  7.0   2.6    11   7.2 295 1010.9  11.1  11.8    MM   MM -0.5    MM
2015 04 24 10 50 270  7.0  9.0   2.8    11   7.3 282 1011.1  10.9  11.8    MM   MM -0.4    MM
2015 04 24 09 50 230  3.0  4.0   2.7    10   7.2 282 1011.3  10.1  11.8    MM   MM -0.3    MM
2015 04 24 08 50 280  8.0 10.0   2.7    11   7.2 293 1011.4  10.7  11.8    MM   MM -0.6    MM
2015 04 24 07 50 270  8.0 11.0   2.6    10   7.5 289 1011.5  11.4  11.9    MM   MM -0.6    MM
2015 04 24 06 50 290  4.0  6.0   2.6    11   7.6 300 1011.6  10.2  12.0    MM   MM +0.0    MM
2015 04 24 05 50 250  6.0  7.0   2.3    11   7.1 298 1012.0  11.1  11.9    MM   MM +0.0    MM
2015 04 24 04 50 270  6.0  9.0   2.2    11   7.0 288 1012.1  11.0  11.8    MM   MM +0.5    MM
2015 04 24 03 50 270  6.0  7.0   2.0    10   6.5 299 1011.8  11.3  11.7    MM   MM +0.0    MM
2015 04 24 02 50 280  7.0  8.0   1.9     9   6.2 298 1011.9  11.4  11.6    MM   MM -0.0    MM
2015 04 24 01 50 290  7.0  8.0   2.1     8   6.4 292 1011.6  11.8  11.6    MM   MM -0.3    MM
2015 04 24 00 50 300  6.0  7.0   2.0    10   6.0 293 1011.7  11.7  11.7    MM   MM -0.5    MM
2015 04 23 23 50 280  7.0  8.0   2.3    10   6.1 288 1011.7  12.2  11.6    MM   MM -0.9    MM
2015 04 23 22 50 210  6.0  7.0   2.4     6   5.8 202 1011.9  11.7  11.6    MM   MM -0.6    MM
2015 04 23 21 50 190  9.0 11.0   2.1     6   5.6 202 1012.2  10.6  11.5    MM   MM -0.9    MM
2015 04 23 20 50 190 10.0 12.0   2.0    11   5.7 271 1012.6   9.6  11.5    MM   MM -1.1    MM
2015 04 23 19 50 180 11.0 13.0   1.7    10   5.6 274 1012.5   9.4  11.4    MM   MM -1.9    MM
2015 04 23 18 50 170 10.0 13.0   1.9    10   6.2 274 1013.1   9.9  11.4    MM   MM -2.1    MM
2015 04 23 17 50 170 10.0 12.0   1.6    11   6.1 248 1013.7  10.0  11.4    MM   MM -2.1    MM
2015 04 23 16 50 160  9.0 10.0   1.7    11   7.0 283 1014.4   9.8  11.5    MM   MM -1.5    MM
2015 04 23 15 50 180  6.0  7.0   1.7    11   7.3 278 1015.2  10.2  11.3    MM   MM -1.2    MM
